user_id,segment,registration_date,user_channel,bet_id,vertical,stake_value,result,bet_date,payout,category
240,A,2024-08-06,parceiro,11652,cassino_ao_vivo,25.32,LOSS,2025-04-18,0.00,cassino
74,A,2024-07-04,pago,11660,cassino_ao_vivo,0.72,WIN,2025-06-14,1.68,cassino
320,C,2024-04-07,orgânico,11671,cassino_ao_vivo,9.55,LOSS,2025-06-09,0.00,cassino
359,B,2024-05-17,orgânico,11672,cassino_ao_vivo,28.18,WIN,2025-04-16,74.91,cassino
353,A,2024-01-07,pago,11677,cassino_ao_vivo,33.98,LOSS,2025-04-26,0.00,cassino
311,B,2024-09-07,parceiro,11684,cassino_ao_vivo,3.25,LOSS,2025-04-21,0.00,cassino
343,C,2024-06-03,parceiro,11686,cassino_ao_vivo,148.15,LOSS,2025-05-16,0.00,cassino
367,C,2024-01-19,pago,11689,cassino_ao_vivo,29.45,LOSS,2025-04-14,0.00,cassino
373,A,2024-03-30,orgânico,11693,cassino_ao_vivo,52.26,WIN,2025-04-09,116.32,cassino
442,C,2024-09-26,parceiro,11694,cassino_ao_vivo,154.10,WIN,2025-05-21,318.40,cassino
263,A,2024-03-22,pago,11699,cassino_ao_vivo,10.61,LOSS,2025-06-12,0.00,cassino
294,B,2024-01-25,pago,11700,cassino_ao_vivo,89.47,LOSS,2025-04-11,0.00,cassino
375,B,2024-08-13,parceiro,11702,cassino_ao_vivo,17.12,LOSS,2025-06-04,0.00,cassino
103,A,2024-05-23,orgânico,11711,cassino_ao_vivo,19.92,LOSS,2025-04-09,0.00,cassino
257,C,2024-02-21,orgânico,11713,cassino_ao_vivo,36.55,WIN,2025-05-31,63.05,cassino
70,A,2024-05-31,parceiro,11721,cassino_ao_vivo,9.60,WIN,2025-04-29,21.06,cassino
329,A,2024-01-10,pago,11725,cassino_ao_vivo,84.44,WIN,2025-08-07,208.18,cassino
158,A,2024-10-09,parceiro,11726,cassino_ao_vivo,12.15,WIN,2025-05-15,34.83,cassino
243,A,2024-10-17,orgânico,11733,cassino_ao_vivo,2.05,LOSS,2025-04-11,0.00,cassino
353,A,2024-01-07,pago,11735,cassino_ao_vivo,35.21,LOSS,2025-04-21,0.00,cassino
464,A,2024-01-01,parceiro,11738,cassino_ao_vivo,115.07,LOSS,2025-04-09,0.00,cassino
15,B,2024-06-14,parceiro,11741,cassino_ao_vivo,30.87,LOSS,2025-06-19,0.00,cassino
333,B,2024-02-22,orgânico,11748,cassino_ao_vivo,49.46,LOSS,2025-06-08,0.00,cassino
58,A,2024-12-26,orgânico,11752,cassino_ao_vivo,34.23,WIN,2025-04-09,85.20,cassino
334,B,2024-09-02,pago,11753,cassino_ao_vivo,26.87,LOSS,2025-07-06,0.00,cassino
397,C,2024-04-07,pago,11757,cassino_ao_vivo,6.19,WIN,2025-08-05,12.87,cassino
67,C,2024-10-10,orgânico,11765,cassino_ao_vivo,21.15,LOSS,2025-07-13,0.00,cassino
215,C,2024-01-09,parceiro,11770,cassino_ao_vivo,76.12,WIN,2025-07-31,146.00,cassino
496,C,2024-04-24,parceiro,11772,cassino_ao_vivo,60.53,WIN,2025-06-08,161.94,cassino
480,A,2024-08-19,orgânico,11773,cassino_ao_vivo,113.33,LOSS,2025-07-09,0.00,cassino
9,C,2024-05-29,orgânico,11777,cassino_ao_vivo,10.04,LOSS,2025-04-10,0.00,cassino
437,C,2024-09-26,parceiro,11798,cassino_ao_vivo,115.26,LOSS,2025-05-03,0.00,cassino
487,C,2024-01-05,parceiro,11801,cassino_ao_vivo,6.10,LOSS,2025-06-26,0.00,cassino
187,C,2024-02-06,pago,11802,cassino_ao_vivo,2.62,LOSS,2025-04-24,0.00,cassino
468,C,2024-12-31,orgânico,11806,cassino_ao_vivo,43.32,WIN,2025-05-05,125.02,cassino
389,B,2024-04-12,orgânico,11808,cassino_ao_vivo,118.79,LOSS,2025-04-09,0.00,cassino
111,C,2024-12-29,orgânico,11814,cassino_ao_vivo,30.68,WIN,2025-07-27,86.50,cassino
476,A,2024-11-10,pago,11815,cassino_ao_vivo,53.02,LOSS,2025-04-22,0.00,cassino
301,B,2024-09-23,pago,11816,cassino_ao_vivo,79.01,LOSS,2025-05-06,0.00,cassino
397,C,2024-04-07,pago,11820,cassino_ao_vivo,5.42,LOSS,2025-05-12,0.00,cassino
492,C,2024-09-30,parceiro,11821,cassino_ao_vivo,29.01,WIN,2025-04-24,78.33,cassino
252,A,2024-07-03,parceiro,11826,cassino_ao_vivo,33.32,WIN,2025-05-08,55.30,cassino
450,A,2024-03-21,pago,11830,cassino_ao_vivo,124.80,LOSS,2025-07-04,0.00,cassino
336,C,2024-05-04,orgânico,11832,cassino_ao_vivo,123.63,WIN,2025-04-14,327.92,cassino
181,A,2024-02-13,pago,11834,cassino_ao_vivo,29.90,LOSS,2025-05-15,0.00,cassino
491,B,2024-04-19,pago,11847,cassino_ao_vivo,2.73,WIN,2025-04-14,5.72,cassino
110,A,2024-07-17,pago,11849,cassino_ao_vivo,10.53,LOSS,2025-04-21,0.00,cassino
354,C,2024-09-19,parceiro,11850,cassino_ao_vivo,28.77,LOSS,2025-04-27,0.00,cassino
66,A,2024-08-10,pago,11853,cassino_ao_vivo,118.23,LOSS,2025-04-15,0.00,cassino
109,B,2024-04-22,pago,11856,cassino_ao_vivo,6.99,WIN,2025-05-09,17.18,cassino
135,A,2024-10-15,orgânico,11858,cassino_ao_vivo,25.28,LOSS,2025-06-19,0.00,cassino
20,B,2024-08-22,orgânico,11865,cassino_ao_vivo,108.23,WIN,2025-05-05,309.14,cassino
35,B,2024-01-10,pago,11866,cassino_ao_vivo,31.34,WIN,2025-05-01,81.66,cassino
298,A,2024-11-18,pago,11880,cassino_ao_vivo,72.47,LOSS,2025-04-15,0.00,cassino
397,C,2024-04-07,pago,11884,cassino_ao_vivo,52.16,LOSS,2025-04-24,0.00,cassino
397,C,2024-04-07,pago,11886,cassino_ao_vivo,12.70,WIN,2025-09-15,30.12,cassino
438,A,2024-07-14,parceiro,11887,cassino_ao_vivo,16.30,WIN,2025-07-01,36.90,cassino
142,C,2024-06-05,parceiro,11888,cassino_ao_vivo,42.90,WIN,2025-04-09,78.68,cassino
134,B,2024-09-15,parceiro,11889,cassino_ao_vivo,75.99,LOSS,2025-06-12,0.00,cassino
436,A,2024-11-01,parceiro,11892,cassino_ao_vivo,13.79,LOSS,2025-04-18,0.00,cassino
408,C,2024-12-11,pago,11900,cassino_ao_vivo,93.23,LOSS,2025-05-22,0.00,cassino
449,A,2024-11-25,pago,11902,cassino_ao_vivo,29.83,LOSS,2025-04-10,0.00,cassino
120,A,2024-08-23,pago,11910,cassino_ao_vivo,19.39,LOSS,2025-04-13,0.00,cassino
81,A,2024-06-23,pago,11931,cassino_ao_vivo,0.55,LOSS,2025-04-11,0.00,cassino
179,C,2024-12-27,parceiro,11933,cassino_ao_vivo,19.67,WIN,2025-04-12,54.78,cassino
396,A,2024-02-02,parceiro,11950,cassino_ao_vivo,2.37,LOSS,2025-04-15,0.00,cassino
484,B,2024-07-11,orgânico,11955,cassino_ao_vivo,50.06,LOSS,2025-04-30,0.00,cassino
495,C,2024-12-24,orgânico,11957,cassino_ao_vivo,6.84,LOSS,2025-05-08,0.00,cassino
249,B,2024-05-28,orgânico,11961,cassino_ao_vivo,36.76,LOSS,2025-05-12,0.00,cassino
191,C,2024-11-02,parceiro,11965,cassino_ao_vivo,34.35,LOSS,2025-04-09,0.00,cassino
341,B,2024-02-12,pago,11969,cassino_ao_vivo,13.31,WIN,2025-06-02,22.40,cassino
171,C,2024-10-20,parceiro,11976,cassino_ao_vivo,48.91,WIN,2025-04-17,115.98,cassino
109,B,2024-04-22,pago,11977,cassino_ao_vivo,86.34,LOSS,2025-04-24,0.00,cassino
140,A,2024-11-05,parceiro,11978,cassino_ao_vivo,18.15,LOSS,2025-05-16,0.00,cassino
93,A,2024-09-23,pago,11979,cassino_ao_vivo,105.19,LOSS,2025-04-12,0.00,cassino
103,A,2024-05-23,orgânico,11981,cassino_ao_vivo,55.37,WIN,2025-04-10,100.20,cassino
195,C,2024-02-14,parceiro,11986,cassino_ao_vivo,6.49,LOSS,2025-06-28,0.00,cassino
192,C,2024-12-04,pago,11995,cassino_ao_vivo,72.46,LOSS,2025-05-17,0.00,cassino
22,C,2024-08-21,orgânico,11996,cassino_ao_vivo,106.06,WIN,2025-05-12,283.40,cassino
429,C,2024-08-11,parceiro,12000,cassino_ao_vivo,29.87,WIN,2025-04-28,70.64,cassino
181,A,2024-02-13,pago,12002,cassino_ao_vivo,105.87,WIN,2025-04-26,275.63,cassino
444,C,2024-01-20,pago,12004,cassino_ao_vivo,34.78,LOSS,2025-04-19,0.00,cassino
29,B,2024-05-21,orgânico,12005,cassino_ao_vivo,76.76,WIN,2025-04-16,212.31,cassino
409,C,2024-08-27,parceiro,12008,cassino_ao_vivo,5.43,WIN,2025-04-21,11.40,cassino
140,A,2024-11-05,parceiro,12010,cassino_ao_vivo,8.95,WIN,2025-04-15,24.82,cassino
19,A,2024-12-01,parceiro,12015,cassino_ao_vivo,53.26,LOSS,2025-05-05,0.00,cassino
12,A,2024-03-10,parceiro,12016,cassino_ao_vivo,13.05,WIN,2025-07-13,21.28,cassino
76,C,2024-07-19,pago,12020,cassino_ao_vivo,23.79,LOSS,2025-06-07,0.00,cassino
301,B,2024-09-23,pago,12029,cassino_ao_vivo,116.33,LOSS,2025-04-25,0.00,cassino
148,C,2024-09-14,parceiro,12038,cassino_ao_vivo,68.78,LOSS,2025-04-24,0.00,cassino
399,C,2024-05-28,parceiro,12041,cassino_ao_vivo,82.95,LOSS,2025-05-01,0.00,cassino
187,C,2024-02-06,pago,12042,cassino_ao_vivo,93.93,LOSS,2025-04-12,0.00,cassino
149,C,2024-07-01,orgânico,12047,cassino_ao_vivo,34.77,WIN,2025-07-24,73.06,cassino
232,A,2024-09-09,parceiro,12052,cassino_ao_vivo,132.22,WIN,2025-04-16,309.15,cassino
146,B,2024-08-19,parceiro,12054,cassino_ao_vivo,112.87,LOSS,2025-06-02,0.00,cassino
17,C,2024-11-14,orgânico,12055,cassino_ao_vivo,9.63,WIN,2025-05-07,23.14,cassino
448,C,2024-02-26,orgânico,12057,cassino_ao_vivo,22.68,WIN,2025-05-02,63.14,cassino
282,A,2024-03-01,pago,12059,cassino_ao_vivo,12.06,WIN,2025-06-28,27.53,cassino
125,A,2024-01-09,parceiro,12061,cassino_ao_vivo,29.93,WIN,2025-04-19,66.51,cassino
420,A,2024-05-22,pago,12063,cassino_ao_vivo,16.17,LOSS,2025-04-15,0.00,cassino
482,A,2024-08-24,parceiro,12068,cassino_ao_vivo,366.74,LOSS,2025-04-28,0.00,cassino
155,C,2024-01-04,orgânico,12070,cassino_ao_vivo,39.33,LOSS,2025-05-04,0.00,cassino
454,C,2024-08-30,pago,12073,cassino_ao_vivo,61.65,WIN,2025-05-04,138.37,cassino
261,A,2024-11-24,parceiro,12076,cassino_ao_vivo,186.28,LOSS,2025-04-10,0.00,cassino
217,C,2024-04-04,parceiro,12081,cassino_ao_vivo,73.00,WIN,2025-04-15,191.15,cassino
484,B,2024-07-11,orgânico,12087,cassino_ao_vivo,6.75,WIN,2025-06-06,12.68,cassino
14,C,2024-07-06,pago,12090,cassino_ao_vivo,39.67,WIN,2025-04-22,80.73,cassino
426,C,2024-10-21,parceiro,12096,cassino_ao_vivo,6.59,WIN,2025-04-26,17.28,cassino
242,B,2024-12-27,parceiro,12099,cassino_ao_vivo,3.68,WIN,2025-04-25,7.52,cassino
265,A,2024-02-08,orgânico,12102,cassino_ao_vivo,124.60,WIN,2025-04-18,247.46,cassino
184,B,2024-10-25,orgânico,12105,cassino_ao_vivo,76.78,LOSS,2025-04-09,0.00,cassino
56,C,2024-10-01,pago,12107,cassino_ao_vivo,68.51,LOSS,2025-04-10,0.00,cassino
69,A,2024-11-16,parceiro,12112,cassino_ao_vivo,0.59,LOSS,2025-04-23,0.00,cassino
52,C,2024-05-04,parceiro,12113,cassino_ao_vivo,11.86,WIN,2025-04-22,29.43,cassino
98,C,2024-07-16,pago,12116,cassino_ao_vivo,58.32,LOSS,2025-05-08,0.00,cassino
406,B,2024-04-19,pago,12118,cassino_ao_vivo,6.84,LOSS,2025-06-04,0.00,cassino
469,A,2024-06-25,pago,12119,cassino_ao_vivo,0.20,LOSS,2025-05-29,0.00,cassino
491,B,2024-04-19,pago,12120,cassino_ao_vivo,29.05,WIN,2025-04-28,64.27,cassino
65,A,2024-10-09,orgânico,12122,cassino_ao_vivo,83.51,LOSS,2025-04-17,0.00,cassino
407,B,2024-11-28,orgânico,12124,cassino_ao_vivo,16.09,WIN,2025-05-07,45.99,cassino
154,A,2024-07-11,orgânico,12130,cassino_ao_vivo,13.17,LOSS,2025-05-22,0.00,cassino
333,B,2024-02-22,orgânico,12137,cassino_ao_vivo,5.31,WIN,2025-05-07,14.98,cassino
95,C,2024-02-04,pago,12141,cassino_ao_vivo,14.59,WIN,2025-04-10,25.93,cassino
98,C,2024-07-16,pago,12153,cassino_ao_vivo,4.98,LOSS,2025-04-22,0.00,cassino
185,B,2024-09-12,parceiro,12159,cassino_ao_vivo,4.66,WIN,2025-04-15,7.38,cassino
413,A,2024-10-07,pago,12161,cassino_ao_vivo,25.58,LOSS,2025-04-12,0.00,cassino
101,A,2024-09-09,parceiro,12164,cassino_ao_vivo,12.13,LOSS,2025-04-13,0.00,cassino
205,A,2024-11-08,parceiro,12166,cassino_ao_vivo,4.53,LOSS,2025-04-27,0.00,cassino
46,A,2024-10-16,orgânico,12167,cassino_ao_vivo,12.06,LOSS,2025-04-11,0.00,cassino
417,A,2024-06-26,orgânico,12175,cassino_ao_vivo,6.40,WIN,2025-06-09,15.75,cassino
211,B,2024-12-13,parceiro,12176,cassino_ao_vivo,8.72,WIN,2025-05-26,22.46,cassino
88,B,2024-07-15,orgânico,12180,cassino_ao_vivo,162.12,WIN,2025-04-20,307.03,cassino
247,B,2024-10-11,orgânico,12181,cassino_ao_vivo,58.78,WIN,2025-04-12,96.32,cassino
208,A,2024-12-14,orgânico,12188,cassino_ao_vivo,19.05,LOSS,2025-05-24,0.00,cassino
180,A,2024-06-24,parceiro,12196,cassino_ao_vivo,24.91,LOSS,2025-06-13,0.00,cassino
449,A,2024-11-25,pago,12197,cassino_ao_vivo,68.51,WIN,2025-04-23,132.26,cassino
87,B,2024-10-08,parceiro,12201,cassino_ao_vivo,33.45,LOSS,2025-05-25,0.00,cassino
267,A,2024-12-11,orgânico,12205,cassino_ao_vivo,73.07,WIN,2025-04-25,130.36,cassino
341,B,2024-02-12,pago,12211,cassino_ao_vivo,41.92,WIN,2025-07-29,75.71,cassino
163,C,2024-02-12,orgânico,12213,cassino_ao_vivo,64.36,LOSS,2025-04-22,0.00,cassino
293,C,2024-05-01,orgânico,12214,cassino_ao_vivo,8.26,LOSS,2025-05-20,0.00,cassino
178,C,2024-04-03,pago,12215,cassino_ao_vivo,7.95,WIN,2025-05-11,18.61,cassino
24,B,2024-01-04,parceiro,12225,cassino_ao_vivo,6.40,LOSS,2025-04-28,0.00,cassino
237,A,2024-08-15,orgânico,12228,cassino_ao_vivo,59.30,LOSS,2025-05-13,0.00,cassino
311,B,2024-09-07,parceiro,12230,cassino_ao_vivo,82.60,WIN,2025-06-08,224.54,cassino
414,B,2024-06-14,parceiro,12236,cassino_ao_vivo,15.64,LOSS,2025-08-30,0.00,cassino
64,B,2024-09-12,orgânico,12241,cassino_ao_vivo,30.83,LOSS,2025-06-06,0.00,cassino
18,A,2024-03-16,pago,12245,cassino_ao_vivo,36.55,WIN,2025-05-16,79.74,cassino
5,B,2024-08-29,pago,12246,cassino_ao_vivo,24.37,LOSS,2025-04-23,0.00,cassino
392,C,2024-07-21,pago,12248,cassino_ao_vivo,16.96,LOSS,2025-04-11,0.00,cassino
376,B,2024-05-06,pago,12251,cassino_ao_vivo,130.11,LOSS,2025-04-16,0.00,cassino
286,B,2024-07-25,parceiro,12264,cassino_ao_vivo,0.91,WIN,2025-05-18,2.46,cassino
499,A,2024-07-22,orgânico,12270,cassino_ao_vivo,137.85,WIN,2025-04-18,349.37,cassino
276,C,2024-03-13,parceiro,12271,cassino_ao_vivo,46.26,LOSS,2025-04-24,0.00,cassino
448,C,2024-02-26,orgânico,12275,cassino_ao_vivo,4.34,LOSS,2025-05-03,0.00,cassino
29,B,2024-05-21,orgânico,12276,cassino_ao_vivo,31.93,WIN,2025-06-07,84.96,cassino
493,B,2024-01-18,pago,12277,cassino_ao_vivo,63.06,WIN,2025-06-01,96.39,cassino
157,A,2024-08-18,orgânico,12280,cassino_ao_vivo,121.96,WIN,2025-04-11,341.59,cassino
169,C,2024-12-28,parceiro,12310,cassino_ao_vivo,63.51,WIN,2025-04-30,140.67,cassino
298,A,2024-11-18,pago,12312,cassino_ao_vivo,116.04,LOSS,2025-04-22,0.00,cassino
486,B,2024-12-07,orgânico,12313,cassino_ao_vivo,2.50,LOSS,2025-05-06,0.00,cassino
393,A,2024-02-18,parceiro,12314,cassino_ao_vivo,14.96,LOSS,2025-05-03,0.00,cassino
15,B,2024-06-14,parceiro,12316,cassino_ao_vivo,68.16,LOSS,2025-04-25,0.00,cassino
76,C,2024-07-19,pago,12332,cassino_ao_vivo,150.30,LOSS,2025-04-13,0.00,cassino
378,A,2024-10-12,pago,12335,cassino_ao_vivo,63.27,LOSS,2025-04-19,0.00,cassino
347,B,2024-07-10,parceiro,12337,cassino_ao_vivo,34.91,WIN,2025-07-04,71.11,cassino
498,B,2024-07-25,orgânico,12338,cassino_ao_vivo,37.42,LOSS,2025-04-14,0.00,cassino
266,C,2024-12-28,parceiro,12340,cassino_ao_vivo,0.58,LOSS,2025-04-17,0.00,cassino
141,C,2024-11-11,orgânico,12347,cassino_ao_vivo,9.37,WIN,2025-05-03,26.20,cassino
435,A,2024-02-11,parceiro,12356,cassino_ao_vivo,32.18,LOSS,2025-04-13,0.00,cassino
376,B,2024-05-06,pago,12358,cassino_ao_vivo,70.57,LOSS,2025-05-13,0.00,cassino
332,B,2024-07-14,parceiro,12360,cassino_ao_vivo,39.53,LOSS,2025-04-25,0.00,cassino
350,A,2024-06-08,pago,12363,cassino_ao_vivo,40.59,WIN,2025-04-20,62.67,cassino
394,C,2024-06-27,pago,12368,cassino_ao_vivo,85.33,LOSS,2025-04-25,0.00,cassino
139,A,2024-06-06,orgânico,12373,cassino_ao_vivo,12.84,WIN,2025-06-03,25.96,cassino
486,B,2024-12-07,orgânico,12375,cassino_ao_vivo,8.48,WIN,2025-04-27,13.77,cassino
68,C,2024-03-14,orgânico,12378,cassino_ao_vivo,4.22,WIN,2025-04-10,9.62,cassino
134,B,2024-09-15,parceiro,12384,cassino_ao_vivo,122.19,WIN,2025-05-11,281.75,cassino
491,B,2024-04-19,pago,12385,cassino_ao_vivo,48.48,LOSS,2025-05-11,0.00,cassino
199,B,2024-02-22,orgânico,12386,cassino_ao_vivo,6.80,WIN,2025-06-04,16.22,cassino
255,A,2024-04-23,pago,12393,cassino_ao_vivo,36.57,LOSS,2025-05-10,0.00,cassino
264,A,2024-01-08,pago,12401,cassino_ao_vivo,37.81,LOSS,2025-04-26,0.00,cassino
99,B,2024-07-28,pago,12404,cassino_ao_vivo,32.76,WIN,2025-05-03,88.73,cassino
230,B,2024-07-11,parceiro,12409,cassino_ao_vivo,14.13,LOSS,2025-04-15,0.00,cassino
139,A,2024-06-06,orgânico,12410,cassino_ao_vivo,48.10,WIN,2025-04-11,124.19,cassino
404,A,2024-04-25,parceiro,12412,cassino_ao_vivo,41.26,LOSS,2025-04-17,0.00,cassino
494,A,2024-10-19,parceiro,12413,cassino_ao_vivo,75.47,WIN,2025-05-07,128.95,cassino
156,C,2024-12-31,parceiro,12418,cassino_ao_vivo,17.10,LOSS,2025-04-19,0.00,cassino
426,C,2024-10-21,parceiro,12423,cassino_ao_vivo,10.49,WIN,2025-04-11,28.64,cassino
12,A,2024-03-10,parceiro,12427,cassino_ao_vivo,18.13,WIN,2025-04-23,42.88,cassino
321,C,2024-01-21,parceiro,12429,cassino_ao_vivo,135.25,LOSS,2025-04-27,0.00,cassino
306,C,2024-11-26,parceiro,12437,cassino_ao_vivo,75.72,WIN,2025-05-04,194.91,cassino
473,B,2024-12-22,pago,12441,cassino_ao_vivo,69.28,WIN,2025-04-29,187.76,cassino
336,C,2024-05-04,orgânico,12442,cassino_ao_vivo,9.43,WIN,2025-04-10,22.83,cassino
299,A,2024-09-09,pago,12446,cassino_ao_vivo,11.97,LOSS,2025-04-11,0.00,cassino
5,B,2024-08-29,pago,12448,cassino_ao_vivo,80.99,WIN,2025-04-19,211.93,cassino
29,B,2024-05-21,orgânico,12453,cassino_ao_vivo,27.73,LOSS,2025-05-19,0.00,cassino
244,C,2024-06-30,orgânico,12463,cassino_ao_vivo,15.01,WIN,2025-05-25,25.71,cassino
482,A,2024-08-24,parceiro,12469,cassino_ao_vivo,31.13,LOSS,2025-04-20,0.00,cassino
490,C,2024-08-09,pago,12479,cassino_ao_vivo,55.19,LOSS,2025-04-15,0.00,cassino
100,B,2024-03-03,pago,12481,cassino_ao_vivo,124.78,LOSS,2025-04-21,0.00,cassino
324,C,2024-03-10,pago,12484,cassino_ao_vivo,0.79,LOSS,2025-05-25,0.00,cassino
203,C,2024-12-20,parceiro,12492,cassino_ao_vivo,28.72,WIN,2025-04-11,83.45,cassino
100,B,2024-03-03,pago,12496,cassino_ao_vivo,11.59,WIN,2025-04-20,31.57,cassino
349,C,2024-02-16,parceiro,12497,cassino_ao_vivo,99.27,LOSS,2025-09-04,0.00,cassino
18,A,2024-03-16,pago,12506,cassino_ao_vivo,11.25,LOSS,2025-05-04,0.00,cassino
308,B,2024-05-22,parceiro,12513,cassino_ao_vivo,0.77,LOSS,2025-04-10,0.00,cassino
202,B,2024-05-20,parceiro,12520,cassino_ao_vivo,14.97,WIN,2025-04-15,34.04,cassino
428,C,2024-04-26,orgânico,12522,cassino_ao_vivo,106.67,LOSS,2025-05-29,0.00,cassino
179,C,2024-12-27,parceiro,12523,cassino_ao_vivo,131.07,LOSS,2025-05-22,0.00,cassino
339,A,2024-05-07,pago,12524,cassino_ao_vivo,61.57,LOSS,2025-05-27,0.00,cassino
79,C,2024-11-03,pago,12525,cassino_ao_vivo,73.50,LOSS,2025-06-11,0.00,cassino
378,A,2024-10-12,pago,12528,cassino_ao_vivo,31.95,WIN,2025-05-04,49.14,cassino
310,A,2024-01-25,orgânico,12535,cassino_ao_vivo,7.36,WIN,2025-04-18,13.74,cassino
169,C,2024-12-28,parceiro,12541,cassino_ao_vivo,13.24,LOSS,2025-04-17,0.00,cassino
280,C,2024-11-30,pago,12543,cassino_ao_vivo,19.85,LOSS,2025-05-08,0.00,cassino
493,B,2024-01-18,pago,12548,cassino_ao_vivo,38.29,WIN,2025-05-05,81.90,cassino
419,C,2024-10-12,pago,12553,cassino_ao_vivo,31.15,LOSS,2025-07-19,0.00,cassino
131,C,2024-11-02,parceiro,12556,cassino_ao_vivo,28.44,LOSS,2025-04-13,0.00,cassino
377,B,2024-09-09,pago,12558,cassino_ao_vivo,69.06,LOSS,2025-04-18,0.00,cassino
295,A,2024-01-17,orgânico,12559,cassino_ao_vivo,19.06,LOSS,2025-04-19,0.00,cassino
254,C,2024-10-31,pago,12561,cassino_ao_vivo,36.55,LOSS,2025-05-28,0.00,cassino
4,C,2024-05-03,parceiro,12567,cassino_ao_vivo,27.82,WIN,2025-04-17,80.12,cassino
365,B,2024-05-27,orgânico,12574,cassino_ao_vivo,18.38,LOSS,2025-04-24,0.00,cassino
32,B,2024-12-26,orgânico,12575,cassino_ao_vivo,15.22,LOSS,2025-05-06,0.00,cassino
425,A,2024-02-19,pago,12576,cassino_ao_vivo,156.00,WIN,2025-04-17,325.17,cassino
41,C,2024-06-26,orgânico,12588,cassino_ao_vivo,12.38,LOSS,2025-06-01,0.00,cassino
429,C,2024-08-11,parceiro,12602,cassino_ao_vivo,6.60,LOSS,2025-05-05,0.00,cassino
152,A,2024-01-21,parceiro,12603,cassino_ao_vivo,76.80,LOSS,2025-08-13,0.00,cassino
318,C,2024-10-18,pago,12605,cassino_ao_vivo,5.32,WIN,2025-04-19,9.93,cassino
195,C,2024-02-14,parceiro,12607,cassino_ao_vivo,11.08,LOSS,2025-04-11,0.00,cassino
439,C,2024-12-09,pago,12612,cassino_ao_vivo,7.67,LOSS,2025-04-19,0.00,cassino
123,A,2024-12-01,parceiro,12618,cassino_ao_vivo,1.45,WIN,2025-04-17,3.94,cassino
436,A,2024-11-01,parceiro,12623,cassino_ao_vivo,87.15,WIN,2025-05-09,198.59,cassino
330,C,2024-07-14,pago,12632,cassino_ao_vivo,16.34,LOSS,2025-04-27,0.00,cassino
188,B,2024-09-17,pago,12651,cassino_ao_vivo,0.22,LOSS,2025-04-17,0.00,cassino
445,A,2024-09-02,orgânico,12652,cassino_ao_vivo,6.06,LOSS,2025-05-29,0.00,cassino
394,C,2024-06-27,pago,12670,cassino_ao_vivo,59.10,LOSS,2025-04-26,0.00,cassino
447,A,2024-06-13,pago,12673,cassino_ao_vivo,28.27,WIN,2025-04-17,67.51,cassino
387,B,2024-09-10,pago,12676,cassino_ao_vivo,16.35,WIN,2025-04-15,47.69,cassino
269,B,2024-10-18,parceiro,12682,cassino_ao_vivo,100.00,LOSS,2025-06-15,0.00,cassino
363,B,2024-10-28,pago,12687,cassino_ao_vivo,79.89,LOSS,2025-05-13,0.00,cassino
14,C,2024-07-06,pago,12690,cassino_ao_vivo,22.64,WIN,2025-06-07,67.15,cassino
343,C,2024-06-03,parceiro,12692,cassino_ao_vivo,3.51,WIN,2025-04-18,7.65,cassino
367,C,2024-01-19,pago,12693,cassino_ao_vivo,111.78,LOSS,2025-04-11,0.00,cassino
52,C,2024-05-04,parceiro,12694,cassino_ao_vivo,3.87,LOSS,2025-04-16,0.00,cassino
41,C,2024-06-26,orgânico,12697,cassino_ao_vivo,100.98,LOSS,2025-04-11,0.00,cassino
6,C,2024-10-03,orgânico,12699,cassino_ao_vivo,157.95,WIN,2025-05-01,282.10,cassino
138,B,2024-05-09,pago,12701,cassino_ao_vivo,116.13,LOSS,2025-10-08,0.00,cassino
316,A,2024-10-19,parceiro,12705,cassino_ao_vivo,140.63,LOSS,2025-07-17,0.00,cassino
79,C,2024-11-03,pago,12711,cassino_ao_vivo,180.78,LOSS,2025-04-18,0.00,cassino
473,B,2024-12-22,pago,12715,cassino_ao_vivo,15.92,LOSS,2025-05-22,0.00,cassino
77,B,2024-11-15,orgânico,12716,cassino_ao_vivo,54.35,WIN,2025-05-17,160.49,cassino
17,C,2024-11-14,orgânico,12720,cassino_ao_vivo,104.06,LOSS,2025-05-01,0.00,cassino
344,A,2024-11-23,orgânico,12721,cassino_ao_vivo,2.62,WIN,2025-04-15,5.00,cassino
474,C,2024-01-31,parceiro,12728,cassino_ao_vivo,2.86,LOSS,2025-04-21,0.00,cassino
487,C,2024-01-05,parceiro,12732,cassino_ao_vivo,75.28,WIN,2025-06-03,209.47,cassino
478,C,2024-11-08,orgânico,12740,cassino_ao_vivo,26.74,LOSS,2025-04-12,0.00,cassino
223,A,2024-11-03,pago,12746,cassino_ao_vivo,50.80,LOSS,2025-04-25,0.00,cassino
337,A,2024-09-16,parceiro,12748,cassino_ao_vivo,54.68,WIN,2025-04-29,141.91,cassino
134,B,2024-09-15,parceiro,12749,cassino_ao_vivo,9.76,LOSS,2025-04-24,0.00,cassino
303,C,2024-08-25,parceiro,12756,cassino_ao_vivo,53.24,LOSS,2025-06-22,0.00,cassino
161,C,2024-01-03,pago,12757,cassino_ao_vivo,94.57,LOSS,2025-04-23,0.00,cassino
387,B,2024-09-10,pago,12759,cassino_ao_vivo,2.35,WIN,2025-04-29,5.91,cassino
